service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag,days_since_prev_same_category,is_repeat_repair
207,V-0061,Nissan,Rogue,2017,2025-06-10,2025-06,121914,100k-150k,Suspension,585.29,2,T-19,Southeast,N,33.0,1
208,V-0061,Nissan,Rogue,2017,2025-07-05,2025-07,122885,100k-150k,Suspension,496.02,1,T-19,West,N,25.0,1
213,V-0062,Ford,F-150,2015,2025-04-22,2025-04,143839,100k-150k,Electrical,356.08,1,T-05,Midwest,N,,0
215,V-0062,Ford,F-150,2015,2025-08-10,2025-08,148720,100k-150k,Electrical,453.72,2,T-02,Southwest,N,110.0,0
211,V-0062,Ford,F-150,2015,2025-03-15,2025-03,142831,100k-150k,Engine,957.33,4,T-16,Midwest,N,,0
212,V-0062,Ford,F-150,2015,2025-03-25,2025-03,143553,100k-150k,Suspension,454.44,1,T-16,Northeast,N,,0
214,V-0062,Ford,F-150,2015,2025-05-04,2025-05,144807,100k-150k,Suspension,395.21,1,T-10,Northeast,N,40.0,1
216,V-0063,Ford,Escape,2022,2025-05-31,2025-05,30787,25k-50k,Electrical,271.48,1,T-01,West,Y,,0
217,V-0063,Ford,Escape,2022,2025-12-03,2025-12,35273,25k-50k,Suspension,834.7,3,T-02,West,N,,0
218,V-0063,Ford,Escape,2022,2025-12-24,2025-12,35577,25k-50k,Suspension,578.95,1,T-10,Southwest,Y,21.0,1
220,V-0064,Honda,Civic,2015,2025-05-31,2025-05,142622,100k-150k,Brakes,158.71,2,T-20,Southeast,N,,0
223,V-0064,Honda,Civic,2015,2025-07-30,2025-07,145709,100k-150k,Electrical,303.32,2,T-09,Midwest,N,,0
224,V-0064,Honda,Civic,2015,2025-08-14,2025-08,146376,100k-150k,Electrical,308.33,1,T-02,Southeast,N,15.0,1
222,V-0064,Honda,Civic,2015,2025-07-13,2025-07,144861,100k-150k,Engine,3089.65,5,T-19,West,N,,0
219,V-0064,Honda,Civic,2015,2025-05-25,2025-05,142693,100k-150k,HVAC,285.39,1,T-02,Northeast,N,,0
221,V-0064,Honda,Civic,2015,2025-06-01,2025-06,143119,100k-150k,HVAC,249.98,1,T-14,Midwest,N,7.0,1
225,V-0065,Toyota,Camry,2015,2025-07-16,2025-07,134027,100k-150k,Electrical,564.7,1,T-09,Southwest,N,,0
226,V-0065,Toyota,Camry,2015,2025-07-20,2025-07,134366,100k-150k,Electrical,357.27,1,T-19,Southeast,N,4.0,1
227,V-0065,Toyota,Camry,2015,2025-08-24,2025-08,135978,100k-150k,Electrical,277.71,1,T-13,Northeast,N,35.0,1
228,V-0065,Toyota,Camry,2015,2025-12-26,2025-12,140117,100k-150k,Electrical,784.48,3,T-04,Northeast,N,124.0,0
229,V-0066,Chevrolet,Malibu,2018,2025-09-17,2025-09,102313,100k-150k,Brakes,258.06,3,T-07,West,N,,0
230,V-0066,Chevrolet,Malibu,2018,2025-09-22,2025-09,102481,100k-150k,Suspension,484.29,2,T-12,Southeast,N,,0
231,V-0066,Chevrolet,Malibu,2018,2025-10-02,2025-10,102611,100k-150k,Transmission,3176.89,7,T-17,Midwest,N,,0
232,V-0066,Chevrolet,Malibu,2018,2025-11-22,2025-11,104534,100k-150k,Transmission,2482.4,6,T-06,West,N,51.0,1
233,V-0066,Chevrolet,Malibu,2018,2025-12-23,2025-12,105562,100k-150k,Transmission,892.18,3,T-04,Southwest,N,31.0,1
234,V-0067,Toyota,Camry,2017,2025-03-13,2025-03,87926,75k-100k,Brakes,219.89,1,T-14,Midwest,N,,0
235,V-0067,Toyota,Camry,2017,2025-05-20,2025-05,90275,75k-100k,Electrical,644.77,1,T-08,Southwest,N,,0
236,V-0067,Toyota,Camry,2017,2025-12-11,2025-12,95972,75k-100k,Engine,2118.88,4,T-02,West,N,,0
238,V-0068,Honda,CR-V,2019,2025-07-31,2025-07,69445,50k-75k,Engine,2595.05,4,T-14,Northeast,N,,0
239,V-0068,Honda,CR-V,2019,2025-09-21,2025-09,70923,50k-75k,Engine,2105.02,5,T-15,West,N,52.0,1
240,V-0068,Honda,CR-V,2019,2025-09-26,2025-09,70959,50k-75k,Engine,3004.8,7,T-20,West,N,5.0,1
241,V-0068,Honda,CR-V,2019,2025-11-02,2025-11,72799,50k-75k,Engine,2813.84,6,T-08,Southeast,N,37.0,1
237,V-0068,Honda,CR-V,2019,2025-03-10,2025-03,64952,50k-75k,HVAC,225.74,1,T-16,Southwest,N,,0
242,V-0068,Honda,CR-V,2019,2025-11-26,2025-11,73088,50k-75k,Suspension,852.02,2,T-19,West,N,,0
248,V-0069,Nissan,Altima,2016,2025-12-27,2025-12,86473,75k-100k,Brakes,458.56,1,T-19,Northeast,N,,0
246,V-0069,Nissan,Altima,2016,2025-10-02,2025-10,84758,75k-100k,Electrical,159.75,1,T-11,West,N,,0
244,V-0069,Nissan,Altima,2016,2025-07-10,2025-07,82463,75k-100k,Engine,1223.99,3,T-11,Midwest,N,,0
247,V-0069,Nissan,Altima,2016,2025-12-23,2025-12,86672,75k-100k,Engine,1759.9,4,T-07,Northeast,N,166.0,0
243,V-0069,Nissan,Altima,2016,2025-04-14,2025-04,79708,75k-100k,Suspension,568.31,1,T-16,Southeast,N,,0
245,V-0069,Nissan,Altima,2016,2025-07-28,2025-07,83188,75k-100k,Suspension,469.39,2,T-20,Midwest,N,105.0,0
249,V-0070,Toyota,RAV4,2023,2025-04-24,2025-04,20126,0-25k,Brakes,168.93,1,T-02,Northeast,Y,,0
250,V-0071,Nissan,Rogue,2021,2025-02-19,2025-02,46390,25k-50k,Engine,2236.07,7,T-19,West,N,,0
252,V-0071,Nissan,Rogue,2021,2025-07-27,2025-07,51632,50k-75k,HVAC,503.77,1,T-07,Southeast,N,,0
251,V-0071,Nissan,Rogue,2021,2025-05-30,2025-05,49138,25k-50k,Suspension,290.36,2,T-20,Northeast,N,,0
253,V-0071,Nissan,Rogue,2021,2025-08-14,2025-08,52169,50k-75k,Transmission,2876.77,7,T-05,West,N,,0
256,V-0072,Nissan,Rogue,2015,2025-04-23,2025-04,142135,100k-150k,Engine,2679.22,7,T-11,Northeast,N,,0
257,V-0072,Nissan,Rogue,2015,2025-05-04,2025-05,143314,100k-150k,Engine,2272.21,4,T-04,Northeast,N,11.0,1
254,V-0072,Nissan,Rogue,2015,2025-01-02,2025-01,138163,100k-150k,HVAC,346.84,1,T-10,Northeast,N,,0
255,V-0072,Nissan,Rogue,2015,2025-02-21,2025-02,139874,100k-150k,Suspension,586.89,1,T-17,Southwest,N,,0
258,V-0073,Nissan,Altima,2018,2025-07-12,2025-07,72020,50k-75k,Electrical,621.45,1,T-12,Midwest,N,,0
259,V-0075,Ford,Escape,2017,2025-06-10,2025-06,118807,100k-150k,Transmission,1198.57,4,T-06,Southeast,N,,0
260,V-0076,Nissan,Rogue,2019,2025-09-01,2025-09,54142,50k-75k,Brakes,227.1,1,T-14,Northeast,N,,0
261,V-0076,Nissan,Rogue,2019,2025-11-24,2025-11,55563,50k-75k,Electrical,122.58,1,T-01,Southeast,N,,0
262,V-0077,Toyota,Corolla,2022,2025-02-10,2025-02,24607,0-25k,Brakes,236.65,1,T-18,Midwest,Y,,0
263,V-0077,Toyota,Corolla,2022,2025-06-18,2025-06,27081,25k-50k,Suspension,225.21,1,T-03,Northeast,Y,,0
264,V-0077,Toyota,Corolla,2022,2025-08-02,2025-08,28829,25k-50k,Suspension,166.97,1,T-11,Midwest,Y,45.0,1
266,V-0078,Chevrolet,Equinox,2015,2025-10-08,2025-10,163767,150k+,Brakes,191.47,1,T-18,Midwest,N,,0
265,V-0078,Chevrolet,Equinox,2015,2025-01-19,2025-01,152988,150k+,Suspension,834.14,1,T-03,Northeast,N,,0
269,V-0079,Toyota,RAV4,2021,2025-04-18,2025-04,58290,50k-75k,Brakes,224.87,2,T-16,West,N,,0
271,V-0079,Toyota,RAV4,2021,2025-09-16,2025-09,64437,50k-75k,Brakes,529.02,1,T-10,West,N,151.0,0
267,V-0079,Toyota,RAV4,2021,2025-02-25,2025-02,56092,50k-75k,Engine,2461.07,6,T-08,Southwest,N,,0
268,V-0079,Toyota,RAV4,2021,2025-03-08,2025-03,56999,50k-75k,Engine,2105.82,6,T-20,Midwest,N,11.0,1
272,V-0079,Toyota,RAV4,2021,2025-10-06,2025-10,65096,50k-75k,Engine,2867.51,8,T-14,Northeast,N,212.0,0
270,V-0079,Toyota,RAV4,2021,2025-07-17,2025-07,61575,50k-75k,HVAC,640.36,1,T-05,Northeast,N,,0
273,V-0080,Chevrolet,Silverado,2022,2025-10-07,2025-10,27890,25k-50k,Brakes,530.97,1,T-05,Southeast,Y,,0
274,V-0081,Honda,CR-V,2017,2025-02-14,2025-02,103251,100k-150k,Engine,705.59,1,T-06,Southeast,N,,0
275,V-0082,Honda,Accord,2021,2025-07-27,2025-07,60773,50k-75k,Engine,734.44,3,T-07,Midwest,N,,0
276,V-0082,Honda,Accord,2021,2025-09-09,2025-09,62279,50k-75k,Engine,1680.66,4,T-06,Southeast,N,44.0,1
277,V-0082,Honda,Accord,2021,2025-10-01,2025-10,62714,50k-75k,Engine,2072.22,5,T-05,West,N,22.0,1
279,V-0083,Chevrolet,Equinox,2017,2025-05-07,2025-05,87305,75k-100k,Brakes,542.98,2,T-10,Northeast,N,,0
280,V-0083,Chevrolet,Equinox,2017,2025-06-24,2025-06,89122,75k-100k,Brakes,181.99,1,T-18,Northeast,N,48.0,1
281,V-0083,Chevrolet,Equinox,2017,2025-10-18,2025-10,92557,75k-100k,Cooling System,540.1,1,T-13,Southeast,N,,0
282,V-0083,Chevrolet,Equinox,2017,2025-12-27,2025-12,94470,75k-100k,Electrical,716.49,1,T-13,West,N,,0
278,V-0083,Chevrolet,Equinox,2017,2025-03-23,2025-03,86429,75k-100k,Transmission,1385.32,1,T-20,Northeast,N,,0
283,V-0084,Nissan,Sentra,2016,2025-04-16,2025-04,127767,100k-150k,Engine,985.66,2,T-13,Midwest,N,,0
284,V-0085,Honda,Accord,2019,2025-01-09,2025-01,54159,50k-75k,Electrical,803.55,4,T-05,West,N,,0
285,V-0086,Nissan,Rogue,2022,2025-05-04,2025-05,42138,25k-50k,Suspension,597.76,2,T-02,Southwest,N,,0
286,V-0086,Nissan,Rogue,2022,2025-05-26,2025-05,42908,25k-50k,Suspension,446.46,2,T-01,Northeast,Y,22.0,1
287,V-0086,Nissan,Rogue,2022,2025-12-20,2025-12,51118,50k-75k,Transmission,1921.43,4,T-13,Midwest,Y,,0
291,V-0087,Nissan,Altima,2019,2025-05-28,2025-05,71142,50k-75k,Brakes,560.05,1,T-15,West,N,,0
288,V-0087,Nissan,Altima,2019,2025-02-18,2025-02,67777,50k-75k,Engine,2871.86,8,T-17,Southeast,N,,0
289,V-0087,Nissan,Altima,2019,2025-04-07,2025-04,69629,50k-75k,Engine,2086.78,5,T-15,West,N,48.0,1
290,V-0087,Nissan,Altima,2019,2025-05-25,2025-05,71439,50k-75k,Engine,1923.07,3,T-14,West,N,48.0,1
292,V-0087,Nissan,Altima,2019,2025-09-11,2025-09,74923,50k-75k,Transmission,997.65,3,T-14,Midwest,N,,0
293,V-0089,Nissan,Rogue,2020,2025-06-24,2025-06,46831,25k-50k,Electrical,277.46,1,T-10,Southwest,N,,0
294,V-0089,Nissan,Rogue,2020,2025-10-09,2025-10,49690,25k-50k,Electrical,416.85,1,T-15,Northeast,N,107.0,0
298,V-0090,Ford,F-150,2019,2025-05-23,2025-05,49044,25k-50k,Brakes,341.98,1,T-07,Northeast,N,,0
300,V-0090,Ford,F-150,2019,2025-07-09,2025-07,49752,25k-50k,Brakes,643.01,1,T-03,Northeast,N,47.0,1
301,V-0090,Ford,F-150,2019,2025-07-13,2025-07,50182,50k-75k,Cooling System,167.93,1,T-01,Midwest,N,,0
295,V-0090,Ford,F-150,2019,2025-01-04,2025-01,45485,25k-50k,Electrical,383.93,1,T-06,Southeast,N,,0
296,V-0090,Ford,F-150,2019,2025-02-14,2025-02,47026,25k-50k,Electrical,461.83,2,T-08,Midwest,N,41.0,1
297,V-0090,Ford,F-150,2019,2025-04-01,2025-04,48021,25k-50k,Electrical,663.52,1,T-11,Midwest,N,46.0,1
299,V-0090,Ford,F-150,2019,2025-06-08,2025-06,49692,25k-50k,Engine,1689.92,4,T-11,Northeast,N,,0
302,V-0091,Chevrolet,Malibu,2016,2025-04-10,2025-04,75253,75k-100k,Brakes,474.39,2,T-12,Northeast,N,,0
303,V-0091,Chevrolet,Malibu,2016,2025-05-19,2025-05,75686,75k-100k,Brakes,395.42,1,T-06,West,N,39.0,1
308,V-0092,Ford,Escape,2019,2025-10-06,2025-10,84314,75k-100k,Brakes,636.04,1,T-12,West,N,,0
306,V-0092,Ford,Escape,2019,2025-07-04,2025-07,80921,75k-100k,Electrical,305.84,1,T-01,Southwest,N,,0
307,V-0092,Ford,Escape,2019,2025-09-03,2025-09,83800,75k-100k,Electrical,132.14,1,T-08,Southeast,N,61.0,1
309,V-0092,Ford,Escape,2019,2025-10-28,2025-10,85271,75k-100k,Electrical,445.87,1,T-09,Southwest,N,55.0,1
304,V-0092,Ford,Escape,2019,2025-06-14,2025-06,80333,75k-100k,HVAC,244.56,1,T-14,Midwest,N,,0
305,V-0092,Ford,Escape,2019,2025-06-25,2025-06,81195,75k-100k,Transmission,1858.42,6,T-06,Northeast,N,,0
310,V-0093,Nissan,Altima,2023,2025-01-06,2025-01,25701,25k-50k,Brakes,277.97,1,T-19,Northeast,Y,,0
316,V-0093,Nissan,Altima,2023,2025-06-16,2025-06,30494,25k-50k,Brakes,274.91,1,T-18,Southeast,N,161.0,0
312,V-0093,Nissan,Altima,2023,2025-02-16,2025-02,26568,25k-50k,Engine,2556.22,6,T-13,Southeast,N,,0
313,V-0093,Nissan,Altima,2023,2025-03-20,2025-03,27649,25k-50k,Engine,1083.82,2,T-20,Midwest,Y,32.0,1
314,V-0093,Nissan,Altima,2023,2025-04-26,2025-04,28765,25k-50k,Engine,481.22,1,T-05,Northeast,Y,37.0,1
315,V-0093,Nissan,Altima,2023,2025-06-04,2025-06,29996,25k-50k,HVAC,297.16,2,T-11,Midwest,N,,0
311,V-0093,Nissan,Altima,2023,2025-02-09,2025-02,26424,25k-50k,Transmission,1063.18,2,T-09,Southeast,N,,0
317,V-0093,Nissan,Altima,2023,2025-08-21,2025-08,32958,25k-50k,Transmission,3176.14,10,T-03,Midwest,Y,193.0,0
318,V-0093,Nissan,Altima,2023,2025-10-04,2025-10,34268,25k-50k,Transmission,2432.71,5,T-10,West,N,44.0,1
320,V-0094,Chevrolet,Silverado,2019,2025-08-23,2025-08,49943,25k-50k,Electrical,577.15,2,T-14,Southeast,N,,0
319,V-0094,Chevrolet,Silverado,2019,2025-01-23,2025-01,45308,25k-50k,Suspension,711.34,1,T-15,West,N,,0
321,V-0095,Nissan,Altima,2017,2025-04-20,2025-04,81131,75k-100k,Brakes,255.61,1,T-20,Southeast,N,,0
322,V-0096,Nissan,Sentra,2017,2025-10-11,2025-10,69525,50k-75k,Transmission,1623.18,4,T-05,Northeast,N,,0
325,V-0097,Nissan,Sentra,2023,2025-08-13,2025-08,23526,0-25k,Brakes,153.03,1,T-10,Midwest,Y,,0
323,V-0097,Nissan,Sentra,2023,2025-02-08,2025-02,19105,0-25k,Cooling System,599.98,2,T-01,Southeast,Y,,0
324,V-0097,Nissan,Sentra,2023,2025-08-12,2025-08,24264,0-25k,Electrical,631.48,2,T-14,West,N,,0
328,V-0097,Nissan,Sentra,2023,2025-10-13,2025-10,25720,25k-50k,Electrical,216.33,1,T-08,Southeast,Y,62.0,1
326,V-0097,Nissan,Sentra,2023,2025-09-03,2025-09,24392,0-25k,Suspension,223.69,1,T-10,West,Y,,0
327,V-0097,Nissan,Sentra,2023,2025-09-13,2025-09,25258,25k-50k,Suspension,388.8,1,T-12,Southeast,Y,10.0,1
329,V-0097,Nissan,Sentra,2023,2025-12-28,2025-12,26921,25k-50k,Suspension,439.15,1,T-08,West,N,106.0,0
331,V-0098,Toyota,Camry,2018,2025-04-14,2025-04,95775,75k-100k,Brakes,489.74,1,T-07,Southwest,N,,0
334,V-0098,Toyota,Camry,2018,2025-12-03,2025-12,104984,100k-150k,Brakes,376.66,1,T-16,West,N,233.0,0
332,V-0098,Toyota,Camry,2018,2025-07-31,2025-07,100172,100k-150k,Engine,3033.47,7,T-11,Midwest,N,,0
333,V-0098,Toyota,Camry,2018,2025-09-04,2025-09,101238,100k-150k,Engine,2339.52,3,T-07,Northeast,N,35.0,1
330,V-0098,Toyota,Camry,2018,2025-01-14,2025-01,92254,75k-100k,Transmission,3354.26,8,T-02,Northeast,N,,0
336,V-0099,Nissan,Rogue,2022,2025-02-13,2025-02,50496,50k-75k,Engine,1034.79,1,T-19,Midwest,Y,,0
335,V-0099,Nissan,Rogue,2022,2025-02-09,2025-02,50321,50k-75k,HVAC,335.73,1,T-18,Midwest,Y,,0
337,V-0099,Nissan,Rogue,2022,2025-07-25,2025-07,57111,50k-75k,Transmission,1136.94,2,T-18,Southeast,Y,,0
338,V-0100,Honda,CR-V,2020,2025-07-19,2025-07,77208,75k-100k,Cooling System,391.0,2,T-15,Midwest,N,,0
339,V-0100,Honda,CR-V,2020,2025-09-21,2025-09,79704,75k-100k,Cooling System,530.0,1,T-13,Midwest,N,64.0,1
340,V-0101,Chevrolet,Silverado,2021,2025-06-14,2025-06,39561,25k-50k,Brakes,325.07,1,T-09,Midwest,N,,0
341,V-0101,Chevrolet,Silverado,2021,2025-11-30,2025-11,43626,25k-50k,Transmission,1761.81,4,T-10,West,N,,0
342,V-0101,Chevrolet,Silverado,2021,2025-12-27,2025-12,44843,25k-50k,Transmission,1912.5,6,T-17,Midwest,N,27.0,1
343,V-0102,Honda,Accord,2023,2025-04-03,2025-04,31269,25k-50k,Engine,1978.83,3,T-04,West,Y,,0
344,V-0102,Honda,Accord,2023,2025-08-18,2025-08,37271,25k-50k,HVAC,703.64,1,T-15,West,N,,0
352,V-0103,Chevrolet,Equinox,2021,2025-08-22,2025-08,55045,50k-75k,Brakes,631.35,1,T-07,Midwest,N,,0
346,V-0103,Chevrolet,Equinox,2021,2025-03-15,2025-03,49287,25k-50k,Electrical,172.56,1,T-01,Southwest,N,,0
345,V-0103,Chevrolet,Equinox,2021,2025-02-18,2025-02,48749,25k-50k,Engine,2404.54,3,T-13,Southeast,N,,0
349,V-0103,Chevrolet,Equinox,2021,2025-06-13,2025-06,52318,50k-75k,Engine,2577.09,6,T-07,Southwest,N,115.0,0
351,V-0103,Chevrolet,Equinox,2021,2025-08-10,2025-08,54926,50k-75k,Engine,1681.85,4,T-14,West,N,58.0,1
348,V-0103,Chevrolet,Equinox,2021,2025-05-03,2025-05,51010,50k-75k,HVAC,547.33,1,T-12,Southeast,N,,0
350,V-0103,Chevrolet,Equinox,2021,2025-08-05,2025-08,54833,50k-75k,Suspension,930.94,1,T-04,Midwest,N,,0
353,V-0103,Chevrolet,Equinox,2021,2025-09-13,2025-09,55527,50k-75k,Suspension,387.63,1,T-16,Southeast,N,39.0,1
354,V-0103,Chevrolet,Equinox,2021,2025-10-06,2025-10,56921,50k-75k,Suspension,258.37,1,T-05,Midwest,N,23.0,1
347,V-0103,Chevrolet,Equinox,2021,2025-03-17,2025-03,49628,25k-50k,Transmission,2991.16,8,T-14,West,N,,0
355,V-0104,Toyota,Camry,2018,2025-02-17,2025-02,78731,75k-100k,Brakes,245.21,1,T-06,Midwest,N,,0
356,V-0104,Toyota,Camry,2018,2025-03-20,2025-03,79570,75k-100k,Brakes,508.66,1,T-09,Midwest,N,31.0,1
357,V-0104,Toyota,Camry,2018,2025-07-25,2025-07,83837,75k-100k,Suspension,830.84,1,T-06,Northeast,N,,0
358,V-0104,Toyota,Camry,2018,2025-08-14,2025-08,84375,75k-100k,Suspension,466.76,1,T-14,Southeast,N,20.0,1
359,V-0104,Toyota,Camry,2018,2025-09-04,2025-09,85315,75k-100k,Suspension,901.76,3,T-19,Midwest,N,21.0,1
363,V-0105,Chevrolet,Malibu,2018,2025-05-05,2025-05,74323,50k-75k,Electrical,799.6,1,T-11,Northeast,N,,0
361,V-0105,Chevrolet,Malibu,2018,2025-03-19,2025-03,73186,50k-75k,Engine,1657.49,5,T-09,Southeast,N,,0
365,V-0105,Chevrolet,Malibu,2018,2025-05-19,2025-05,75380,75k-100k,Engine,1462.54,4,T-13,Southwest,N,61.0,1
362,V-0105,Chevrolet,Malibu,2018,2025-04-17,2025-04,74316,50k-75k,Suspension,229.96,1,T-10,Midwest,N,,0
360,V-0105,Chevrolet,Malibu,2018,2025-03-05,2025-03,72748,50k-75k,Transmission,1790.99,4,T-09,Midwest,N,,0
364,V-0105,Chevrolet,Malibu,2018,2025-05-14,2025-05,74951,50k-75k,Transmission,1609.37,4,T-19,Southeast,N,70.0,1
367,V-0106,Chevrolet,Malibu,2018,2025-08-07,2025-08,83924,75k-100k,Cooling System,692.82,3,T-11,Northeast,N,,0
368,V-0106,Chevrolet,Malibu,2018,2025-08-15,2025-08,84077,75k-100k,Cooling System,524.45,1,T-16,Northeast,N,8.0,1
366,V-0106,Chevrolet,Malibu,2018,2025-03-19,2025-03,80050,75k-100k,Suspension,699.39,1,T-05,Southeast,N,,0
369,V-0107,Honda,Civic,2022,2025-03-28,2025-03,52667,50k-75k,Electrical,652.52,2,T-02,Northeast,Y,,0
370,V-0108,Nissan,Sentra,2021,2025-06-15,2025-06,46098,25k-50k,Brakes,157.7,1,T-03,Northeast,N,,0
373,V-0108,Nissan,Sentra,2021,2025-10-17,2025-10,49115,25k-50k,Engine,2429.89,6,T-18,Northeast,N,,0
371,V-0108,Nissan,Sentra,2021,2025-08-19,2025-08,47484,25k-50k,Transmission,2279.97,7,T-14,Northeast,N,,0
372,V-0108,Nissan,Sentra,2021,2025-09-09,2025-09,48393,25k-50k,Transmission,1141.72,5,T-07,Southeast,N,21.0,1
375,V-0109,Nissan,Rogue,2019,2025-08-27,2025-08,89394,75k-100k,Suspension,366.27,1,T-09,Southeast,N,,0
374,V-0109,Nissan,Rogue,2019,2025-01-26,2025-01,81967,75k-100k,Transmission,2925.76,6,T-12,Northeast,N,,0
381,V-0110,Ford,Escape,2021,2025-07-17,2025-07,53699,50k-75k,Cooling System,213.35,1,T-08,West,N,,0
377,V-0110,Ford,Escape,2021,2025-03-14,2025-03,49568,25k-50k,Electrical,745.96,1,T-14,Midwest,N,,0
379,V-0110,Ford,Escape,2021,2025-05-05,2025-05,51175,50k-75k,Electrical,497.96,1,T-06,Midwest,N,52.0,1
382,V-0110,Ford,Escape,2021,2025-12-13,2025-12,59325,50k-75k,Electrical,330.79,1,T-18,Southwest,N,222.0,0
378,V-0110,Ford,Escape,2021,2025-04-28,2025-04,50819,50k-75k,Engine,3199.41,8,T-07,Southwest,N,,0
376,V-0110,Ford,Escape,2021,2025-01-27,2025-01,47820,25k-50k,HVAC,415.43,1,T-14,Northeast,N,,0
380,V-0110,Ford,Escape,2021,2025-06-23,2025-06,52920,50k-75k,HVAC,380.01,1,T-17,Southwest,N,147.0,0
384,V-0111,Toyota,RAV4,2015,2025-03-27,2025-03,99441,75k-100k,Brakes,467.67,1,T-11,Southeast,N,,0
383,V-0111,Toyota,RAV4,2015,2025-03-03,2025-03,98942,75k-100k,Transmission,981.62,1,T-11,Northeast,N,,0
385,V-0111,Toyota,RAV4,2015,2025-10-29,2025-10,105538,100k-150k,Transmission,2914.23,6,T-12,Northeast,N,240.0,0
386,V-0111,Toyota,RAV4,2015,2025-12-06,2025-12,106581,100k-150k,Transmission,2290.69,6,T-01,West,N,38.0,1
387,V-0112,Ford,Explorer,2023,2025-09-03,2025-09,23905,0-25k,Engine,2408.19,6,T-10,West,Y,,0
388,V-0113,Chevrolet,Malibu,2020,2025-02-02,2025-02,59477,50k-75k,Transmission,2925.67,7,T-04,Northeast,N,,0
389,V-0114,Ford,Explorer,2021,2025-03-19,2025-03,41030,25k-50k,Brakes,239.1,1,T-02,Northeast,N,,0
390,V-0115,Toyota,RAV4,2018,2025-07-31,2025-07,98065,75k-100k,Cooling System,352.66,1,T-15,Southeast,N,,0
391,V-0115,Toyota,RAV4,2018,2025-10-30,2025-10,101599,100k-150k,Electrical,276.7,1,T-13,Southwest,N,,0
392,V-0115,Toyota,RAV4,2018,2025-11-24,2025-11,102812,100k-150k,Electrical,782.15,1,T-03,Southeast,N,25.0,1
397,V-0116,Nissan,Rogue,2023,2025-07-14,2025-07,35535,25k-50k,Brakes,591.77,1,T-17,Southwest,Y,,0
402,V-0116,Nissan,Rogue,2023,2025-12-06,2025-12,41725,25k-50k,Brakes,593.32,1,T-11,Midwest,N,145.0,0
393,V-0116,Nissan,Rogue,2023,2025-01-21,2025-01,28307,25k-50k,Electrical,148.68,1,T-02,Midwest,Y,,0
398,V-0116,Nissan,Rogue,2023,2025-08-10,2025-08,36869,25k-50k,Electrical,515.45,2,T-16,Southeast,N,201.0,0
400,V-0116,Nissan,Rogue,2023,2025-09-09,2025-09,38263,25k-50k,Electrical,244.89,1,T-03,West,N,30.0,1
394,V-0116,Nissan,Rogue,2023,2025-04-03,2025-04,31496,25k-50k,Engine,1550.91,4,T-04,Northeast,Y,,0
395,V-0116,Nissan,Rogue,2023,2025-05-20,2025-05,33542,25k-50k,HVAC,577.02,2,T-18,Midwest,N,,0
399,V-0116,Nissan,Rogue,2023,2025-08-31,2025-08,37322,25k-50k,HVAC,705.41,3,T-13,Southwest,Y,103.0,0
396,V-0116,Nissan,Rogue,2023,2025-06-29,2025-06,34992,25k-50k,Transmission,2778.57,5,T-02,West,N,,0
401,V-0116,Nissan,Rogue,2023,2025-09-11,2025-09,37758,25k-50k,Transmission,1507.93,3,T-15,Midwest,Y,74.0,1
405,V-0117,Chevrolet,Equinox,2015,2025-11-29,2025-11,95160,75k-100k,Brakes,423.41,1,T-08,Southwest,N,,0
404,V-0117,Chevrolet,Equinox,2015,2025-10-22,2025-10,94177,75k-100k,Suspension,338.22,1,T-15,Midwest,N,,0
403,V-0117,Chevrolet,Equinox,2015,2025-06-29,2025-06,92099,75k-100k,Transmission,968.12,1,T-10,Southeast,N,,0
409,V-0118,Toyota,Camry,2016,2025-09-18,2025-09,118382,100k-150k,Cooling System,456.26,1,T-12,West,N,,0
406,V-0118,Toyota,Camry,2016,2025-04-03,2025-04,112636,100k-150k,Electrical,768.71,2,T-20,Midwest,N,,0
407,V-0118,Toyota,Camry,2016,2025-05-16,2025-05,113837,100k-150k,Electrical,374.08,1,T-14,Southeast,N,43.0,1
408,V-0118,Toyota,Camry,2016,2025-05-31,2025-05,114561,100k-150k,Electrical,627.69,2,T-10,Midwest,N,15.0,1
410,V-0118,Toyota,Camry,2016,2025-09-27,2025-09,118759,100k-150k,Engine,1572.51,3,T-01,Southeast,N,,0
411,V-0119,Ford,Escape,2021,2025-01-11,2025-01,49926,25k-50k,Brakes,355.82,1,T-06,Southeast,N,,0
413,V-0119,Ford,Escape,2021,2025-05-08,2025-05,53737,50k-75k,Brakes,468.96,2,T-09,West,N,117.0,0
412,V-0119,Ford,Escape,2021,2025-01-21,2025-01,50001,50k-75k,Electrical,135.95,1,T-15,Midwest,N,,0
415,V-0119,Ford,Escape,2021,2025-08-15,2025-08,57225,50k-75k,HVAC,511.45,1,T-07,Northeast,N,,0
414,V-0119,Ford,Escape,2021,2025-07-12,2025-07,55675,50k-75k,Suspension,458.71,1,T-01,West,N,,0
419,V-0120,Nissan,Rogue,2019,2025-12-07,2025-12,81231,75k-100k,Brakes,317.52,1,T-15,Midwest,N,,0
416,V-0120,Nissan,Rogue,2019,2025-02-28,2025-02,71990,50k-75k,HVAC,612.34,1,T-14,Midwest,N,,0
