service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag
223,V-0064,Honda,Civic,2015,2025-07-30,2025-07,145709,100k-150k,Electrical,303.32,2,T-09,Midwest,N
224,V-0064,Honda,Civic,2015,2025-08-14,2025-08,146376,100k-150k,Electrical,308.33,1,T-02,Southeast,N
225,V-0065,Toyota,Camry,2015,2025-07-16,2025-07,134027,100k-150k,Electrical,564.7,1,T-09,Southwest,N
226,V-0065,Toyota,Camry,2015,2025-07-20,2025-07,134366,100k-150k,Electrical,357.27,1,T-19,Southeast,N
227,V-0065,Toyota,Camry,2015,2025-08-24,2025-08,135978,100k-150k,Electrical,277.71,1,T-13,Northeast,N
228,V-0065,Toyota,Camry,2015,2025-12-26,2025-12,140117,100k-150k,Electrical,784.48,3,T-04,Northeast,N
229,V-0066,Chevrolet,Malibu,2018,2025-09-17,2025-09,102313,100k-150k,Brakes,258.06,3,T-07,West,N
230,V-0066,Chevrolet,Malibu,2018,2025-09-22,2025-09,102481,100k-150k,Suspension,484.29,2,T-12,Southeast,N
231,V-0066,Chevrolet,Malibu,2018,2025-10-02,2025-10,102611,100k-150k,Transmission,3176.89,7,T-17,Midwest,N
232,V-0066,Chevrolet,Malibu,2018,2025-11-22,2025-11,104534,100k-150k,Transmission,2482.4,6,T-06,West,N
233,V-0066,Chevrolet,Malibu,2018,2025-12-23,2025-12,105562,100k-150k,Transmission,892.18,3,T-04,Southwest,N
234,V-0067,Toyota,Camry,2017,2025-03-13,2025-03,87926,75k-100k,Brakes,219.89,1,T-14,Midwest,N
235,V-0067,Toyota,Camry,2017,2025-05-20,2025-05,90275,75k-100k,Electrical,644.77,1,T-08,Southwest,N
236,V-0067,Toyota,Camry,2017,2025-12-11,2025-12,95972,75k-100k,Engine,2118.88,4,T-02,West,N
237,V-0068,Honda,CR-V,2019,2025-03-10,2025-03,64952,50k-75k,HVAC,225.74,1,T-16,Southwest,N
238,V-0068,Honda,CR-V,2019,2025-07-31,2025-07,69445,50k-75k,Engine,2595.05,4,T-14,Northeast,N
239,V-0068,Honda,CR-V,2019,2025-09-21,2025-09,70923,50k-75k,Engine,2105.02,5,T-15,West,N
240,V-0068,Honda,CR-V,2019,2025-09-26,2025-09,70959,50k-75k,Engine,3004.8,7,T-20,West,N
241,V-0068,Honda,CR-V,2019,2025-11-02,2025-11,72799,50k-75k,Engine,2813.84,6,T-08,Southeast,N
242,V-0068,Honda,CR-V,2019,2025-11-26,2025-11,73088,50k-75k,Suspension,852.02,2,T-19,West,N
243,V-0069,Nissan,Altima,2016,2025-04-14,2025-04,79708,75k-100k,Suspension,568.31,1,T-16,Southeast,N
244,V-0069,Nissan,Altima,2016,2025-07-10,2025-07,82463,75k-100k,Engine,1223.99,3,T-11,Midwest,N
245,V-0069,Nissan,Altima,2016,2025-07-28,2025-07,83188,75k-100k,Suspension,469.39,2,T-20,Midwest,N
246,V-0069,Nissan,Altima,2016,2025-10-02,2025-10,84758,75k-100k,Electrical,159.75,1,T-11,West,N
247,V-0069,Nissan,Altima,2016,2025-12-23,2025-12,86672,75k-100k,Engine,1759.9,4,T-07,Northeast,N
248,V-0069,Nissan,Altima,2016,2025-12-27,2025-12,86473,75k-100k,Brakes,458.56,1,T-19,Northeast,N
249,V-0070,Toyota,RAV4,2023,2025-04-24,2025-04,20126,0-25k,Brakes,168.93,1,T-02,Northeast,Y
250,V-0071,Nissan,Rogue,2021,2025-02-19,2025-02,46390,25k-50k,Engine,2236.07,7,T-19,West,N
251,V-0071,Nissan,Rogue,2021,2025-05-30,2025-05,49138,25k-50k,Suspension,290.36,2,T-20,Northeast,N
252,V-0071,Nissan,Rogue,2021,2025-07-27,2025-07,51632,50k-75k,HVAC,503.77,1,T-07,Southeast,N
253,V-0071,Nissan,Rogue,2021,2025-08-14,2025-08,52169,50k-75k,Transmission,2876.77,7,T-05,West,N
254,V-0072,Nissan,Rogue,2015,2025-01-02,2025-01,138163,100k-150k,HVAC,346.84,1,T-10,Northeast,N
255,V-0072,Nissan,Rogue,2015,2025-02-21,2025-02,139874,100k-150k,Suspension,586.89,1,T-17,Southwest,N
256,V-0072,Nissan,Rogue,2015,2025-04-23,2025-04,142135,100k-150k,Engine,2679.22,7,T-11,Northeast,N
257,V-0072,Nissan,Rogue,2015,2025-05-04,2025-05,143314,100k-150k,Engine,2272.21,4,T-04,Northeast,N
258,V-0073,Nissan,Altima,2018,2025-07-12,2025-07,72020,50k-75k,Electrical,621.45,1,T-12,Midwest,N
259,V-0075,Ford,Escape,2017,2025-06-10,2025-06,118807,100k-150k,Transmission,1198.57,4,T-06,Southeast,N
260,V-0076,Nissan,Rogue,2019,2025-09-01,2025-09,54142,50k-75k,Brakes,227.1,1,T-14,Northeast,N
261,V-0076,Nissan,Rogue,2019,2025-11-24,2025-11,55563,50k-75k,Electrical,122.58,1,T-01,Southeast,N
262,V-0077,Toyota,Corolla,2022,2025-02-10,2025-02,24607,0-25k,Brakes,236.65,1,T-18,Midwest,Y
263,V-0077,Toyota,Corolla,2022,2025-06-18,2025-06,27081,25k-50k,Suspension,225.21,1,T-03,Northeast,Y
264,V-0077,Toyota,Corolla,2022,2025-08-02,2025-08,28829,25k-50k,Suspension,166.97,1,T-11,Midwest,Y
265,V-0078,Chevrolet,Equinox,2015,2025-01-19,2025-01,152988,150k+,Suspension,834.14,1,T-03,Northeast,N
266,V-0078,Chevrolet,Equinox,2015,2025-10-08,2025-10,163767,150k+,Brakes,191.47,1,T-18,Midwest,N
267,V-0079,Toyota,RAV4,2021,2025-02-25,2025-02,56092,50k-75k,Engine,2461.07,6,T-08,Southwest,N
268,V-0079,Toyota,RAV4,2021,2025-03-08,2025-03,56999,50k-75k,Engine,2105.82,6,T-20,Midwest,N
269,V-0079,Toyota,RAV4,2021,2025-04-18,2025-04,58290,50k-75k,Brakes,224.87,2,T-16,West,N
270,V-0079,Toyota,RAV4,2021,2025-07-17,2025-07,61575,50k-75k,HVAC,640.36,1,T-05,Northeast,N
271,V-0079,Toyota,RAV4,2021,2025-09-16,2025-09,64437,50k-75k,Brakes,529.02,1,T-10,West,N
272,V-0079,Toyota,RAV4,2021,2025-10-06,2025-10,65096,50k-75k,Engine,2867.51,8,T-14,Northeast,N
273,V-0080,Chevrolet,Silverado,2022,2025-10-07,2025-10,27890,25k-50k,Brakes,530.97,1,T-05,Southeast,Y
274,V-0081,Honda,CR-V,2017,2025-02-14,2025-02,103251,100k-150k,Engine,705.59,1,T-06,Southeast,N
275,V-0082,Honda,Accord,2021,2025-07-27,2025-07,60773,50k-75k,Engine,734.44,3,T-07,Midwest,N
276,V-0082,Honda,Accord,2021,2025-09-09,2025-09,62279,50k-75k,Engine,1680.66,4,T-06,Southeast,N
277,V-0082,Honda,Accord,2021,2025-10-01,2025-10,62714,50k-75k,Engine,2072.22,5,T-05,West,N
278,V-0083,Chevrolet,Equinox,2017,2025-03-23,2025-03,86429,75k-100k,Transmission,1385.32,1,T-20,Northeast,N
279,V-0083,Chevrolet,Equinox,2017,2025-05-07,2025-05,87305,75k-100k,Brakes,542.98,2,T-10,Northeast,N
280,V-0083,Chevrolet,Equinox,2017,2025-06-24,2025-06,89122,75k-100k,Brakes,181.99,1,T-18,Northeast,N
281,V-0083,Chevrolet,Equinox,2017,2025-10-18,2025-10,92557,75k-100k,Cooling System,540.1,1,T-13,Southeast,N
282,V-0083,Chevrolet,Equinox,2017,2025-12-27,2025-12,94470,75k-100k,Electrical,716.49,1,T-13,West,N
283,V-0084,Nissan,Sentra,2016,2025-04-16,2025-04,127767,100k-150k,Engine,985.66,2,T-13,Midwest,N
284,V-0085,Honda,Accord,2019,2025-01-09,2025-01,54159,50k-75k,Electrical,803.55,4,T-05,West,N
285,V-0086,Nissan,Rogue,2022,2025-05-04,2025-05,42138,25k-50k,Suspension,597.76,2,T-02,Southwest,N
286,V-0086,Nissan,Rogue,2022,2025-05-26,2025-05,42908,25k-50k,Suspension,446.46,2,T-01,Northeast,Y
287,V-0086,Nissan,Rogue,2022,2025-12-20,2025-12,51118,50k-75k,Transmission,1921.43,4,T-13,Midwest,Y
288,V-0087,Nissan,Altima,2019,2025-02-18,2025-02,67777,50k-75k,Engine,2871.86,8,T-17,Southeast,N
289,V-0087,Nissan,Altima,2019,2025-04-07,2025-04,69629,50k-75k,Engine,2086.78,5,T-15,West,N
290,V-0087,Nissan,Altima,2019,2025-05-25,2025-05,71439,50k-75k,Engine,1923.07,3,T-14,West,N
291,V-0087,Nissan,Altima,2019,2025-05-28,2025-05,71142,50k-75k,Brakes,560.05,1,T-15,West,N
292,V-0087,Nissan,Altima,2019,2025-09-11,2025-09,74923,50k-75k,Transmission,997.65,3,T-14,Midwest,N
293,V-0089,Nissan,Rogue,2020,2025-06-24,2025-06,46831,25k-50k,Electrical,277.46,1,T-10,Southwest,N
294,V-0089,Nissan,Rogue,2020,2025-10-09,2025-10,49690,25k-50k,Electrical,416.85,1,T-15,Northeast,N
295,V-0090,Ford,F-150,2019,2025-01-04,2025-01,45485,25k-50k,Electrical,383.93,1,T-06,Southeast,N
296,V-0090,Ford,F-150,2019,2025-02-14,2025-02,47026,25k-50k,Electrical,461.83,2,T-08,Midwest,N
297,V-0090,Ford,F-150,2019,2025-04-01,2025-04,48021,25k-50k,Electrical,663.52,1,T-11,Midwest,N
298,V-0090,Ford,F-150,2019,2025-05-23,2025-05,49044,25k-50k,Brakes,341.98,1,T-07,Northeast,N
299,V-0090,Ford,F-150,2019,2025-06-08,2025-06,49692,25k-50k,Engine,1689.92,4,T-11,Northeast,N
300,V-0090,Ford,F-150,2019,2025-07-09,2025-07,49752,25k-50k,Brakes,643.01,1,T-03,Northeast,N
301,V-0090,Ford,F-150,2019,2025-07-13,2025-07,50182,50k-75k,Cooling System,167.93,1,T-01,Midwest,N
302,V-0091,Chevrolet,Malibu,2016,2025-04-10,2025-04,75253,75k-100k,Brakes,474.39,2,T-12,Northeast,N
303,V-0091,Chevrolet,Malibu,2016,2025-05-19,2025-05,75686,75k-100k,Brakes,395.42,1,T-06,West,N
304,V-0092,Ford,Escape,2019,2025-06-14,2025-06,80333,75k-100k,HVAC,244.56,1,T-14,Midwest,N
305,V-0092,Ford,Escape,2019,2025-06-25,2025-06,81195,75k-100k,Transmission,1858.42,6,T-06,Northeast,N
306,V-0092,Ford,Escape,2019,2025-07-04,2025-07,80921,75k-100k,Electrical,305.84,1,T-01,Southwest,N
307,V-0092,Ford,Escape,2019,2025-09-03,2025-09,83800,75k-100k,Electrical,132.14,1,T-08,Southeast,N
308,V-0092,Ford,Escape,2019,2025-10-06,2025-10,84314,75k-100k,Brakes,636.04,1,T-12,West,N
309,V-0092,Ford,Escape,2019,2025-10-28,2025-10,85271,75k-100k,Electrical,445.87,1,T-09,Southwest,N
310,V-0093,Nissan,Altima,2023,2025-01-06,2025-01,25701,25k-50k,Brakes,277.97,1,T-19,Northeast,Y
311,V-0093,Nissan,Altima,2023,2025-02-09,2025-02,26424,25k-50k,Transmission,1063.18,2,T-09,Southeast,N
312,V-0093,Nissan,Altima,2023,2025-02-16,2025-02,26568,25k-50k,Engine,2556.22,6,T-13,Southeast,N
313,V-0093,Nissan,Altima,2023,2025-03-20,2025-03,27649,25k-50k,Engine,1083.82,2,T-20,Midwest,Y
314,V-0093,Nissan,Altima,2023,2025-04-26,2025-04,28765,25k-50k,Engine,481.22,1,T-05,Northeast,Y
315,V-0093,Nissan,Altima,2023,2025-06-04,2025-06,29996,25k-50k,HVAC,297.16,2,T-11,Midwest,N
316,V-0093,Nissan,Altima,2023,2025-06-16,2025-06,30494,25k-50k,Brakes,274.91,1,T-18,Southeast,N
317,V-0093,Nissan,Altima,2023,2025-08-21,2025-08,32958,25k-50k,Transmission,3176.14,10,T-03,Midwest,Y
318,V-0093,Nissan,Altima,2023,2025-10-04,2025-10,34268,25k-50k,Transmission,2432.71,5,T-10,West,N
319,V-0094,Chevrolet,Silverado,2019,2025-01-23,2025-01,45308,25k-50k,Suspension,711.34,1,T-15,West,N
320,V-0094,Chevrolet,Silverado,2019,2025-08-23,2025-08,49943,25k-50k,Electrical,577.15,2,T-14,Southeast,N
321,V-0095,Nissan,Altima,2017,2025-04-20,2025-04,81131,75k-100k,Brakes,255.61,1,T-20,Southeast,N
322,V-0096,Nissan,Sentra,2017,2025-10-11,2025-10,69525,50k-75k,Transmission,1623.18,4,T-05,Northeast,N
323,V-0097,Nissan,Sentra,2023,2025-02-08,2025-02,19105,0-25k,Cooling System,599.98,2,T-01,Southeast,Y
324,V-0097,Nissan,Sentra,2023,2025-08-12,2025-08,24264,0-25k,Electrical,631.48,2,T-14,West,N
325,V-0097,Nissan,Sentra,2023,2025-08-13,2025-08,23526,0-25k,Brakes,153.03,1,T-10,Midwest,Y
326,V-0097,Nissan,Sentra,2023,2025-09-03,2025-09,24392,0-25k,Suspension,223.69,1,T-10,West,Y
327,V-0097,Nissan,Sentra,2023,2025-09-13,2025-09,25258,25k-50k,Suspension,388.8,1,T-12,Southeast,Y
328,V-0097,Nissan,Sentra,2023,2025-10-13,2025-10,25720,25k-50k,Electrical,216.33,1,T-08,Southeast,Y
329,V-0097,Nissan,Sentra,2023,2025-12-28,2025-12,26921,25k-50k,Suspension,439.15,1,T-08,West,N
330,V-0098,Toyota,Camry,2018,2025-01-14,2025-01,92254,75k-100k,Transmission,3354.26,8,T-02,Northeast,N
331,V-0098,Toyota,Camry,2018,2025-04-14,2025-04,95775,75k-100k,Brakes,489.74,1,T-07,Southwest,N
332,V-0098,Toyota,Camry,2018,2025-07-31,2025-07,100172,100k-150k,Engine,3033.47,7,T-11,Midwest,N
333,V-0098,Toyota,Camry,2018,2025-09-04,2025-09,101238,100k-150k,Engine,2339.52,3,T-07,Northeast,N
334,V-0098,Toyota,Camry,2018,2025-12-03,2025-12,104984,100k-150k,Brakes,376.66,1,T-16,West,N
335,V-0099,Nissan,Rogue,2022,2025-02-09,2025-02,50321,50k-75k,HVAC,335.73,1,T-18,Midwest,Y
336,V-0099,Nissan,Rogue,2022,2025-02-13,2025-02,50496,50k-75k,Engine,1034.79,1,T-19,Midwest,Y
337,V-0099,Nissan,Rogue,2022,2025-07-25,2025-07,57111,50k-75k,Transmission,1136.94,2,T-18,Southeast,Y
338,V-0100,Honda,CR-V,2020,2025-07-19,2025-07,77208,75k-100k,Cooling System,391.0,2,T-15,Midwest,N
339,V-0100,Honda,CR-V,2020,2025-09-21,2025-09,79704,75k-100k,Cooling System,530.0,1,T-13,Midwest,N
340,V-0101,Chevrolet,Silverado,2021,2025-06-14,2025-06,39561,25k-50k,Brakes,325.07,1,T-09,Midwest,N
341,V-0101,Chevrolet,Silverado,2021,2025-11-30,2025-11,43626,25k-50k,Transmission,1761.81,4,T-10,West,N
342,V-0101,Chevrolet,Silverado,2021,2025-12-27,2025-12,44843,25k-50k,Transmission,1912.5,6,T-17,Midwest,N
343,V-0102,Honda,Accord,2023,2025-04-03,2025-04,31269,25k-50k,Engine,1978.83,3,T-04,West,Y
344,V-0102,Honda,Accord,2023,2025-08-18,2025-08,37271,25k-50k,HVAC,703.64,1,T-15,West,N
345,V-0103,Chevrolet,Equinox,2021,2025-02-18,2025-02,48749,25k-50k,Engine,2404.54,3,T-13,Southeast,N
346,V-0103,Chevrolet,Equinox,2021,2025-03-15,2025-03,49287,25k-50k,Electrical,172.56,1,T-01,Southwest,N
347,V-0103,Chevrolet,Equinox,2021,2025-03-17,2025-03,49628,25k-50k,Transmission,2991.16,8,T-14,West,N
348,V-0103,Chevrolet,Equinox,2021,2025-05-03,2025-05,51010,50k-75k,HVAC,547.33,1,T-12,Southeast,N
349,V-0103,Chevrolet,Equinox,2021,2025-06-13,2025-06,52318,50k-75k,Engine,2577.09,6,T-07,Southwest,N
350,V-0103,Chevrolet,Equinox,2021,2025-08-05,2025-08,54833,50k-75k,Suspension,930.94,1,T-04,Midwest,N
351,V-0103,Chevrolet,Equinox,2021,2025-08-10,2025-08,54926,50k-75k,Engine,1681.85,4,T-14,West,N
352,V-0103,Chevrolet,Equinox,2021,2025-08-22,2025-08,55045,50k-75k,Brakes,631.35,1,T-07,Midwest,N
353,V-0103,Chevrolet,Equinox,2021,2025-09-13,2025-09,55527,50k-75k,Suspension,387.63,1,T-16,Southeast,N
354,V-0103,Chevrolet,Equinox,2021,2025-10-06,2025-10,56921,50k-75k,Suspension,258.37,1,T-05,Midwest,N
355,V-0104,Toyota,Camry,2018,2025-02-17,2025-02,78731,75k-100k,Brakes,245.21,1,T-06,Midwest,N
356,V-0104,Toyota,Camry,2018,2025-03-20,2025-03,79570,75k-100k,Brakes,508.66,1,T-09,Midwest,N
357,V-0104,Toyota,Camry,2018,2025-07-25,2025-07,83837,75k-100k,Suspension,830.84,1,T-06,Northeast,N
358,V-0104,Toyota,Camry,2018,2025-08-14,2025-08,84375,75k-100k,Suspension,466.76,1,T-14,Southeast,N
359,V-0104,Toyota,Camry,2018,2025-09-04,2025-09,85315,75k-100k,Suspension,901.76,3,T-19,Midwest,N
360,V-0105,Chevrolet,Malibu,2018,2025-03-05,2025-03,72748,50k-75k,Transmission,1790.99,4,T-09,Midwest,N
361,V-0105,Chevrolet,Malibu,2018,2025-03-19,2025-03,73186,50k-75k,Engine,1657.49,5,T-09,Southeast,N
362,V-0105,Chevrolet,Malibu,2018,2025-04-17,2025-04,74316,50k-75k,Suspension,229.96,1,T-10,Midwest,N
363,V-0105,Chevrolet,Malibu,2018,2025-05-05,2025-05,74323,50k-75k,Electrical,799.6,1,T-11,Northeast,N
364,V-0105,Chevrolet,Malibu,2018,2025-05-14,2025-05,74951,50k-75k,Transmission,1609.37,4,T-19,Southeast,N
365,V-0105,Chevrolet,Malibu,2018,2025-05-19,2025-05,75380,75k-100k,Engine,1462.54,4,T-13,Southwest,N
366,V-0106,Chevrolet,Malibu,2018,2025-03-19,2025-03,80050,75k-100k,Suspension,699.39,1,T-05,Southeast,N
367,V-0106,Chevrolet,Malibu,2018,2025-08-07,2025-08,83924,75k-100k,Cooling System,692.82,3,T-11,Northeast,N
368,V-0106,Chevrolet,Malibu,2018,2025-08-15,2025-08,84077,75k-100k,Cooling System,524.45,1,T-16,Northeast,N
369,V-0107,Honda,Civic,2022,2025-03-28,2025-03,52667,50k-75k,Electrical,652.52,2,T-02,Northeast,Y
370,V-0108,Nissan,Sentra,2021,2025-06-15,2025-06,46098,25k-50k,Brakes,157.7,1,T-03,Northeast,N
371,V-0108,Nissan,Sentra,2021,2025-08-19,2025-08,47484,25k-50k,Transmission,2279.97,7,T-14,Northeast,N
372,V-0108,Nissan,Sentra,2021,2025-09-09,2025-09,48393,25k-50k,Transmission,1141.72,5,T-07,Southeast,N
373,V-0108,Nissan,Sentra,2021,2025-10-17,2025-10,49115,25k-50k,Engine,2429.89,6,T-18,Northeast,N
374,V-0109,Nissan,Rogue,2019,2025-01-26,2025-01,81967,75k-100k,Transmission,2925.76,6,T-12,Northeast,N
375,V-0109,Nissan,Rogue,2019,2025-08-27,2025-08,89394,75k-100k,Suspension,366.27,1,T-09,Southeast,N
376,V-0110,Ford,Escape,2021,2025-01-27,2025-01,47820,25k-50k,HVAC,415.43,1,T-14,Northeast,N
377,V-0110,Ford,Escape,2021,2025-03-14,2025-03,49568,25k-50k,Electrical,745.96,1,T-14,Midwest,N
378,V-0110,Ford,Escape,2021,2025-04-28,2025-04,50819,50k-75k,Engine,3199.41,8,T-07,Southwest,N
379,V-0110,Ford,Escape,2021,2025-05-05,2025-05,51175,50k-75k,Electrical,497.96,1,T-06,Midwest,N
380,V-0110,Ford,Escape,2021,2025-06-23,2025-06,52920,50k-75k,HVAC,380.01,1,T-17,Southwest,N
381,V-0110,Ford,Escape,2021,2025-07-17,2025-07,53699,50k-75k,Cooling System,213.35,1,T-08,West,N
382,V-0110,Ford,Escape,2021,2025-12-13,2025-12,59325,50k-75k,Electrical,330.79,1,T-18,Southwest,N
383,V-0111,Toyota,RAV4,2015,2025-03-03,2025-03,98942,75k-100k,Transmission,981.62,1,T-11,Northeast,N
384,V-0111,Toyota,RAV4,2015,2025-03-27,2025-03,99441,75k-100k,Brakes,467.67,1,T-11,Southeast,N
385,V-0111,Toyota,RAV4,2015,2025-10-29,2025-10,105538,100k-150k,Transmission,2914.23,6,T-12,Northeast,N
386,V-0111,Toyota,RAV4,2015,2025-12-06,2025-12,106581,100k-150k,Transmission,2290.69,6,T-01,West,N
387,V-0112,Ford,Explorer,2023,2025-09-03,2025-09,23905,0-25k,Engine,2408.19,6,T-10,West,Y
388,V-0113,Chevrolet,Malibu,2020,2025-02-02,2025-02,59477,50k-75k,Transmission,2925.67,7,T-04,Northeast,N
389,V-0114,Ford,Explorer,2021,2025-03-19,2025-03,41030,25k-50k,Brakes,239.1,1,T-02,Northeast,N
390,V-0115,Toyota,RAV4,2018,2025-07-31,2025-07,98065,75k-100k,Cooling System,352.66,1,T-15,Southeast,N
391,V-0115,Toyota,RAV4,2018,2025-10-30,2025-10,101599,100k-150k,Electrical,276.7,1,T-13,Southwest,N
392,V-0115,Toyota,RAV4,2018,2025-11-24,2025-11,102812,100k-150k,Electrical,782.15,1,T-03,Southeast,N
393,V-0116,Nissan,Rogue,2023,2025-01-21,2025-01,28307,25k-50k,Electrical,148.68,1,T-02,Midwest,Y
394,V-0116,Nissan,Rogue,2023,2025-04-03,2025-04,31496,25k-50k,Engine,1550.91,4,T-04,Northeast,Y
395,V-0116,Nissan,Rogue,2023,2025-05-20,2025-05,33542,25k-50k,HVAC,577.02,2,T-18,Midwest,N
396,V-0116,Nissan,Rogue,2023,2025-06-29,2025-06,34992,25k-50k,Transmission,2778.57,5,T-02,West,N
397,V-0116,Nissan,Rogue,2023,2025-07-14,2025-07,35535,25k-50k,Brakes,591.77,1,T-17,Southwest,Y
398,V-0116,Nissan,Rogue,2023,2025-08-10,2025-08,36869,25k-50k,Electrical,515.45,2,T-16,Southeast,N
399,V-0116,Nissan,Rogue,2023,2025-08-31,2025-08,37322,25k-50k,HVAC,705.41,3,T-13,Southwest,Y
400,V-0116,Nissan,Rogue,2023,2025-09-09,2025-09,38263,25k-50k,Electrical,244.89,1,T-03,West,N
401,V-0116,Nissan,Rogue,2023,2025-09-11,2025-09,37758,25k-50k,Transmission,1507.93,3,T-15,Midwest,Y
402,V-0116,Nissan,Rogue,2023,2025-12-06,2025-12,41725,25k-50k,Brakes,593.32,1,T-11,Midwest,N
403,V-0117,Chevrolet,Equinox,2015,2025-06-29,2025-06,92099,75k-100k,Transmission,968.12,1,T-10,Southeast,N
404,V-0117,Chevrolet,Equinox,2015,2025-10-22,2025-10,94177,75k-100k,Suspension,338.22,1,T-15,Midwest,N
405,V-0117,Chevrolet,Equinox,2015,2025-11-29,2025-11,95160,75k-100k,Brakes,423.41,1,T-08,Southwest,N
406,V-0118,Toyota,Camry,2016,2025-04-03,2025-04,112636,100k-150k,Electrical,768.71,2,T-20,Midwest,N
407,V-0118,Toyota,Camry,2016,2025-05-16,2025-05,113837,100k-150k,Electrical,374.08,1,T-14,Southeast,N
408,V-0118,Toyota,Camry,2016,2025-05-31,2025-05,114561,100k-150k,Electrical,627.69,2,T-10,Midwest,N
409,V-0118,Toyota,Camry,2016,2025-09-18,2025-09,118382,100k-150k,Cooling System,456.26,1,T-12,West,N
410,V-0118,Toyota,Camry,2016,2025-09-27,2025-09,118759,100k-150k,Engine,1572.51,3,T-01,Southeast,N
411,V-0119,Ford,Escape,2021,2025-01-11,2025-01,49926,25k-50k,Brakes,355.82,1,T-06,Southeast,N
412,V-0119,Ford,Escape,2021,2025-01-21,2025-01,50001,50k-75k,Electrical,135.95,1,T-15,Midwest,N
413,V-0119,Ford,Escape,2021,2025-05-08,2025-05,53737,50k-75k,Brakes,468.96,2,T-09,West,N
414,V-0119,Ford,Escape,2021,2025-07-12,2025-07,55675,50k-75k,Suspension,458.71,1,T-01,West,N
415,V-0119,Ford,Escape,2021,2025-08-15,2025-08,57225,50k-75k,HVAC,511.45,1,T-07,Northeast,N
416,V-0120,Nissan,Rogue,2019,2025-02-28,2025-02,71990,50k-75k,HVAC,612.34,1,T-14,Midwest,N
417,V-0120,Nissan,Rogue,2019,2025-08-16,2025-08,77616,75k-100k,Suspension,264.43,3,T-05,Northeast,N
418,V-0120,Nissan,Rogue,2019,2025-10-30,2025-10,79537,75k-100k,HVAC,200.91,1,T-17,Midwest,N
419,V-0120,Nissan,Rogue,2019,2025-12-07,2025-12,81231,75k-100k,Brakes,317.52,1,T-15,Midwest,N
420,V-0121,Toyota,RAV4,2022,2025-01-01,2025-01,23362,0-25k,Suspension,456.28,1,T-05,Southeast,Y
421,V-0122,Chevrolet,Malibu,2019,2025-04-06,2025-04,77671,75k-100k,Cooling System,162.25,1,T-05,West,N
422,V-0122,Chevrolet,Malibu,2019,2025-07-31,2025-07,81463,75k-100k,Electrical,728.36,1,T-19,Southwest,N
423,V-0122,Chevrolet,Malibu,2019,2025-09-05,2025-09,82640,75k-100k,Engine,2085.05,3,T-16,West,N
424,V-0122,Chevrolet,Malibu,2019,2025-09-29,2025-09,83546,75k-100k,Suspension,669.26,2,T-19,Northeast,N
425,V-0122,Chevrolet,Malibu,2019,2025-10-15,2025-10,84606,75k-100k,Suspension,580.36,1,T-19,Southwest,N
426,V-0123,Nissan,Rogue,2016,2025-05-19,2025-05,114135,100k-150k,Cooling System,636.47,2,T-05,Midwest,N
427,V-0123,Nissan,Rogue,2016,2025-12-22,2025-12,122075,100k-150k,Electrical,543.78,1,T-03,Southwest,N
428,V-0124,Chevrolet,Silverado,2022,2025-01-24,2025-01,38507,25k-50k,Electrical,471.75,1,T-02,Midwest,Y
429,V-0124,Chevrolet,Silverado,2022,2025-08-01,2025-08,45860,25k-50k,Suspension,227.87,1,T-19,Midwest,Y
430,V-0125,Chevrolet,Equinox,2019,2025-01-14,2025-01,55881,50k-75k,Electrical,805.11,2,T-03,West,N
431,V-0125,Chevrolet,Equinox,2019,2025-02-15,2025-02,57086,50k-75k,Electrical,492.55,1,T-12,Midwest,N
432,V-0125,Chevrolet,Equinox,2019,2025-05-05,2025-05,58559,50k-75k,Suspension,358.88,1,T-08,West,N
433,V-0125,Chevrolet,Equinox,2019,2025-05-27,2025-05,59739,50k-75k,Engine,2679.62,8,T-10,West,N
434,V-0125,Chevrolet,Equinox,2019,2025-08-22,2025-08,62078,50k-75k,Engine,2724.42,7,T-10,Northeast,N
435,V-0125,Chevrolet,Equinox,2019,2025-09-05,2025-09,62667,50k-75k,Engine,1746.86,4,T-06,West,N
436,V-0125,Chevrolet,Equinox,2019,2025-12-26,2025-12,65845,50k-75k,Engine,1846.21,3,T-09,Northeast,N
437,V-0126,Nissan,Altima,2015,2025-03-03,2025-03,146340,100k-150k,Suspension,890.92,1,T-03,Southeast,N
438,V-0126,Nissan,Altima,2015,2025-04-05,2025-04,147617,100k-150k,Suspension,558.15,2,T-10,Southeast,N
439,V-0126,Nissan,Altima,2015,2025-04-14,2025-04,147960,100k-150k,Engine,2959.76,6,T-14,Northeast,N
440,V-0126,Nissan,Altima,2015,2025-06-02,2025-06,150405,150k+,Engine,1156.77,2,T-17,Midwest,N
441,V-0126,Nissan,Altima,2015,2025-06-03,2025-06,150044,150k+,Suspension,253.9,2,T-07,West,N
442,V-0126,Nissan,Altima,2015,2025-08-01,2025-08,152942,150k+,Electrical,718.15,1,T-03,Midwest,N
443,V-0126,Nissan,Altima,2015,2025-11-04,2025-11,156904,150k+,Brakes,312.17,1,T-15,West,N
444,V-0126,Nissan,Altima,2015,2025-11-06,2025-11,157077,150k+,Engine,1011.53,1,T-02,Southeast,N
